Text,Predicted Label,Probability,True Label,Example Text for True Label
sn bn uu  nadad neg asuudal tulgaraad bn aa  bi turuud 11 sar bolj bn  dotor oedol neleed ih taviulsan  gadna oedol barag bhgui  ih urevseltei bsan bolohoor utree n yazarch oedol ih taviulsan gej emch maani helsen  harin jiremsnii davtan shinjilgeegeer mazok deer urevseltei garsan baihad hyanaltiin emch maani urevsliin laa ene ter heregleh zuvluguu ogt uguugui  bi ch urevseltei uguigee medehgui yavsaar tursun geh uu dee  harin tursnii daraa shavharga garaad 7 honoj baih ued shavharganii uner umhiirch unertei garah bolson  tuhain ued emegteichuudiin emchid ochij uzuuleed nuhurteiguu hamt em uuj  laa heregleed gaigui bolson  sariin temdeg maani 3 sar bolood irsen  tegeed buselhii haviar haya hatgaj uvddug bsn bolhoor spiral taviulah gej emchid ochihdoo mazokiin shinjilgee ugch  eho-d haruulahad umain huzuund baga zergiin sharh bn gesen murtluu emchilgeenii shaardlagagui gej spiral tavisan  sayhan 10 sard sariin temdeg ireh ued umhii unertei yalgadas garch emchid uzuulj shinjilgee ugtul trihomoniaztai bn  urevslees shaltgaalj umain huzuu sharhalsan gej em  laa bichij ugsun  net-s medeelel unshij bhad spiralaas bolj urevsel uusdeg ch gehiin  esvel spiral taviulah uedee urevseltei bj bolohgui ch geh shig  nadad uur zoviur ilreegui l dee  hamgiin gol n bi darhand bdag bolohoor end tiim sain emneleg alga aa  gaiguid n uzuuleed nemer alga  umai dotroo yamar neg sharh bgaa eseh  undguvch maani yamar neg asuudaltai bgaa esehdee l sanaa zovj bn  ene emchilgee n zuvch yum uu buu med  nadad zuvluguu uguuch haana yamar emnelegt uzuulj yamar shinjilgee uguh talaar zaavarlaj uguh hun bn uu..,tgl,0.9456755,fil,Panawagan niya sa pamahalaan na bigyang halaga ang kanilang ipinagkakaloob na serbisyo sa mga mananakay sa halip na paboran at pagsilbihan ang mga mayayamang gumagamit ng pribadong sasakyan.
ᓱᓕᔪᕆᔭᒃᑯᓪᓗ ᐅᖃᖅᑏ  ᐊᐃᑐᕆᐊᓐ ᓴᒻᒧᖅᑐ ᖃᒪᓂᖅᑐᐊᖅᒥ ᐊᑐᐃᓐᓇᐅᒐᓂᓗ ᐅᕙᑎᖕᓄᑦ.,ber,0.94522125,kab,Wissen iwacu ur d-teddimem ara aḥeddur.
صعدتها في دجى الليل قلوب عربية,bar,0.9447538,bak,Һырттың атамаһы Ҡырым татарҙары теленән туранан-тура тәржемәләгәндә тау түбәһе  ә мәғәнәһе буйынса тауҙар тамамланған урын тигәнде аңлата.
Након коначног раскола  Православна црква је задржала изворну католичност  док је Римска црква постала позната под називом Католичка црква.,srp,0.9432541,hbs,Како пише Велт  немачка организација Про асил која помаже избеглицама такође је упозорила на „прљав посао на рачун људских права“. Споразим с Турском постаће знак подршке „нехуманој политици“ Ердофана и „моралног банкротства“ Европе  изјавили су чланови ове организације.
“Iobu e  Dirava danu maino do oi karaia  bona iena ura do oi karaia. Unai neganai Dirava ese oi do ia hanamoa.,vec,0.94237274,lij,I anbasciatoî spagnòlli inta Repùbrica de Zêna són stæti i raprezentànti do Régno de Spàgna inta Repùbrica de Zêna. De fêua do perîodo tra o 1712 e o 1714  e dôe naçioìn àn mantegnûo de relaçioìn stàbili fra de lô.
جوديث رايت ماتت يوم 26 يونيه سنة 2000.,vec,0.94125587,ita,A metà degli anni settanta del XX secolo  i designer sovietici contavano sull'aumento dei volumi di produzione  creando una produzione seriale di nuovi articoli.
Mbi hunda ndo   mbi tene : ‘ Mo yeke zo wa   Kota Gbia ? ’ Go ni atene : ‘ Mbi Jésus ti Nazaret laa mo yeke sara ngangu na mbi so . ’,vec,0.9410415,ita,A metà degli anni settanta del XX secolo  i designer sovietici contavano sull'aumento dei volumi di produzione  creando una produzione seriale di nuovi articoli.
Pinagtalawda dagiti camcameng ti sabali a bunggoy a ti panguloda impadtona ti nacana nga ipapatayna idiay Jerusalem intono Deciembre.,glk,0.93742335,pes,تام مشکلاتی ایجاد کرده است، مگر نه؟
NTR call hither to ART PL child,guj,0.9372094,mar,शहा अमेठीच्या दौऱयावर असून त्यांच्या हस्ते विकासकामांचा शुभारंभ करण्यात आल्यानंतर ते बोलत होते.
@AAlmuhaini اليوم مو مال حداق... تونا ردينا من البحر تكسرنا,glg,0.9367722,ast,Un purista del bon vistir  dizse que amonestó al primer ministru  lord Salisbury  por llevar los pantalones de miembru del Trinity House cola chaqueta del Conseyu Priváu.
Iza marina moa ireo mpiokon'ny M23 ireo?,eng,0.9364097,kat,REEC: 1.ACCURL ყოველთვის უზრუნველყოფს მაღალხარისხიან მანქანას  როგორც ვიცით  უცხოური ბაზარი უფრო ძნელია და ძნელია  ვიდრე შიდა ბაზარზე  რადგან გაყიდვების შემდეგ ფასების ზრდის გამო  ასე რომ  ყოველთვის  ჩვენი მანქანა აქვს საკმარისი ხარისხის სტანდარტი იმისათვის  ვიდრე რეალური გარანტიის პერიოდი. ამ გზით  ჩვენ გადავარჩენთ ბევრს და წინასწარ ვფიქრობ კლიენტებს.
एतत् स्वस्याः कृते एव करोति इति विचारयती सा साम्प्रतम् अपि जनसेवायां रता अस्ति ।,srp,0.9362412,bos,Ne idu. I to je dobro.
Miquilisti hasta ama hueli techtani pampa tijpixtoyaj totajtacolhua  huan tijpixtoyaj totajtacolhua pampa amo huelqui tijchihuaj cati quiijtojque itanahuatil Toteco.,ron,0.9331277,oci,podiá Pas li trobar en quin luòc que siá sobratz la miá pantalha  Crompada un satellit  crompat  un satellit  crompèt un satellit  Satellit
Wil Lischt Selevefolie schwarz färbe dät is et och die jrundlage vör de Fotojrafie zig ca. 1850.,pfl,0.9281586,hrx,Der-ich mol fun deim Brod abbeise?
Ciria si ekh gav kay Provinciya Soriya  ande Komunitatya Kastiliya thay Leon (Spaniya).,tuk,0.92769915,kir,« Ааламдагы эң кубаттуу   үйрөнүүгө жөндөмдүү „ машине “ »
""" Raˆ"" aˬ htoꞈ ma htaꞈ k'oˆ ve naˍ maˇ shiˍ ceˇ.",ber,0.9255608,kab,Wissen iwacu ur d-teddimem ara aḥeddur.
جەمیل ڕەنجبەر لە باڵی كراوەی ئاگرێكی پشت پڕ دەمار هاتە ناو ژیان و فوارە هەڵچوو,srp,0.9233922,hbs,Како пише Велт  немачка организација Про асил која помаже избеглицама такође је упозорила на „прљав посао на рачун људских права“. Споразим с Турском постаће знак подршке „нехуманој политици“ Ердофана и „моралног банкротства“ Европе  изјавили су чланови ове организације.
An pa ni bon souvènans a'y.,apc,0.92178816,ary,وسابونا نبكي ماحسوش ولا يوم بينا
کۆمەڵە وتارێک کە لەسەر مینبەری پێغەمبەر پێشکەشی کردووە.,bcl,0.92177206,bik,Sinda masirbe bilang ejemplo asin inspirasyon sa ibang mga Bicolano  idinugang pa kan regional director.
Qabiyyeetti darbi Kutaawwan Oduu Itoophiyaa Viidiyoo Jajjaboo Oduu Itoophiyaa Viidiyoo Jajjaboo Jigjigaatti walitti bu'iinsa sirna amantaa hordofee umameen namoonni lama ajjeefaman 30 Amajjii 2019 Madda suuraa  BBC Somali Walitti bu'insa kaleessa magaalaa guddoo naannoo Somaalee Jigjigaatti sirna amantaan booda umameen walqabatee badiinsi qabeenyaa fi lubbu namoota irra qaqabuun barame.,swe,0.9213077,nob,Men kameraet er et veldig bra kamera  det kan filme i 4K  det kan overføre bilder over en APP til din smarttelefon/nettbrett  det er touch på skjermen og steady shot-funksjon.
Ўзбекистонда кино ҳақида янги журнал тақдим қилинди (фото),spa,0.9205752,que,Larga qucha icha Hatun qucha (kastilla simipi: Laguna Larga) nisqaqa Buliwya mama llaqtapi huk qucham  Beni suyupi  Marbán pruwinsyapi  San Andrés munisipyupi.
Muhto dan vejolašvuođa ii addán Bargiidbellodat sutnje.,bar,0.9185569,bak,Һырттың атамаһы Ҡырым татарҙары теленән туранан-тура тәржемәләгәндә тау түбәһе  ә мәғәнәһе буйынса тауҙар тамамланған урын тигәнде аңлата.
In chanaster tgemblà cun bellas melodias popularas In chanaster tgemblà cun bellas melodias popularas Laschar ir audio «Giuvens Grischuns che cumponan musica populara».,pes,0.91790754,glk,تو برف امروز وقتی رسیدیم، بعد نیم ساعت فهمیدیم گروه شادی نمیان!
Ӱренчиктерди Оныҥ сӧстӧри алаҥ кайкатты . Је Иисус катап айтты : – Балдар   байлыкка иженген улуска Кудайдыҥ Каандыгына кирерге кандый кӱч ! 25 Бай кижиге Кудайдыҥ Каандыгына киреринеҥ   тӧӧгӧ ийне ӱйдинеҥ ӧдӧргӧ јеҥил .,hye,0.9173524,hyw,Mequinenza. Մեքինենցա (իսպ. ՝ Mequinenza)  համայնք Իսպանիայում  Արագոնա նահանգի Սարագոսա գավառում: Մունիցիպալիտետը պատկանում է Ստորին Սինկայի շրջանին  որը գտնվում է նահանգի ծայրամասային արևելքում  սահմանակից է Ուեսկա և Լլեյդա քաղաքներին  Էբրո  Սինկա և Սեգրե գետերի միախառնման վայրում:.
Bħala Isqof  Santu Wistin ħadem bis-sħiħ kemm fid-djoċesi tiegħu  kemm fi djoċesijiet oħra fejn mar ħafna drabi  l-iktar biex jipprietka  u kemm għall-Knisja universali l-iktar bil-kotba tiegħu. Fid-djoċesi tiegħu  Wistin kien jipprietka regolarment darbtejn fil-ġimgħa  jiġifieri s-Sibt u l-Ħadd. F'xi okkażjonijiet kien jipprietka għal ġranet sħaħ wara xulxin  meta mhux ukoll jagħmel żewġ prietki kuljum. Kellu wkoll laqgħat tal-Isqof mal-membri tad-djoċesi  li kienu jissejħu audientia episcopalia  u dan biex jisma' u jaqta' s-sentenzi fil-kawżi li kienu jippreżentawlu l-fidili. Xi kultant dawn il-laqgħat kienu jdumu  l-ġurnata kollha. Kellu wkoll jieħu ħsieb il-fqar  ir-romol u l-iltiema permezz ta' tqassim ta' affarijiet meħtieġa għall-ikel u għall-ħajja mill-imħażen li kien hemm apposta fil-kwartier nisrani. Kien jieħu ħsieb it-tagħlim reliġjuż tal-kleru li fosthom ġab riforma kbira bil-ħsieb li s-saċerdoti jkunu iktar kapaċi teoloġikament u liturġikament. Organizza l-monasteri kemm tal-irġiel kif ukoll tan-nisa. Kien iżur il-morda fi djarhom stess. U kien jaqbeż għall-fidili quddiem l-awtorita' ċivili. Kien ukoll  jieħu ħsieb l-amministrazzjoni tal-ġid tal-Knisja  xogħol li kien jagħmel kontra qalbu.,arg,0.9164428,oci,podiá Pas li trobar en quin luòc que siá sobratz la miá pantalha  Crompada un satellit  crompat  un satellit  crompèt un satellit  Satellit
Ar c'hougorfenn  a zo dindan an empenn.,glk,0.91500986,kur,"Piştî heyşt mehan  di civîna xwe ya sisiyan de ÎKS (Însiyatîfa Kurdên li Swêdê) wek avahiyeke siyasî hate avakirin. Di meseleya yekitiya  kurdan de ev ne gava pêşiye ku tê avêtin. Berî vê gavê jî gelek hewildayinên hevkarî û yekîtiyan hatibûn dayin  lê di encamê de bi ser neketibûn.     Di nav vê însiyatîfê de  bi pirayî ew kesên ku ji koka siyaseta rêxistinên Kurd tên û kadroyên siyasî yên xwedî tecrube nin. Gelekan ji wan salên xwe danin siyasetê. Ger ev kesan di karê ku danin ber xwe cidî bin  dikarin tesîreke baş li vê pêvajoyê bikin û dikare di sahneya siyaseta Kurd de bibin giraniyekê. Ger mirov li derbasbûyina wan binêre  gelekan  ji wan di derbasbûyina xwe ya siyasî de pir kirinin  lê hindik afirandinin. Ev yeka han jî di siyasetê de hêviyeke xurt na de mirov.    Ger ev gav di peyvê de nemîne û di emel de gavên ber bi çav bên avêtin  şansa wê ya ku bikaribe bibe hêzeke bitesîr  heye. Ger di peyvê de û di çerçeweya civînan de bimîne û di van civînan de hin kes vê zemînê ji xwe re bikin sehaya xwe deşarzkirinê  ew ê ev gav jî wek wan gavên berê nîvqurmiçî bimîne û Kurd careke din jî di warê yekîtî û hevkariyan de  dê di  sinifê de dimînin. Heta civîneke din  -ger hin kes ne bi dilê mirov be jî- komîteyeke bi minet û rica hate hilbijartin. Ger di civîna pêş de ev kes û endamên vê însiyatîfê xwe ji hin tiştan re amade bikin û xwe ji hin qaliban xelas bikin dê bikaribin hêviyê bide. Divê endam û rêvebirên vê însiyatîfê ji bo xatir û ricayê Wezîfeyê wernegirin. Ger di civînên pêş de jî ev awayê ku bi zixt û zordayina hin kesan  an jî ji bo xatirê hin kesan Wezîfe bê wergirtin  ew ê ev mesele negêje derekê.    Biserketin û  nebiserketina karên siyasî di pêvajoya civîn û hibijartina   organan de diyar dibe. Mirov di jiyana xwe ya siyasî de bûye şahidê van tiştan. Ger civîneke siyasî an rêxistinî çê dibe  ji serî heta binî rexne  kêmanî  û tewanbarî yên bêqiyas tên kirin. Bi seetan li ser meseleyan tê rawestandin û bi dehan pêþniyar tên kirin. Gelek caran ji ber hin kesan mirov mejbûr dibe ku ji wan civînan bireve. Gava civîn tê ser xala rojevê ya hilbijartina organan  wê gavê her tişt eşkere dibe. Ew kesên ku mirov ji ber  wan paçan dike guhên xwe  ew xwe li tiştekî nakin xwedî û nabin talibê tu Wezîfeyan. Hin ji wan di minaqaşeyên li ser vê xalê de  ji civînan difiskirînin.     Di civînên ku heta nuha min dîtinin de  ji xêndî îstisnayan  min nedîtiye ku kes bûye talibê Wezîfeyê. Kesî xwe pêşniyarî komîteyan nekiriye. Her gav hin kes ji bo hin kesên din pêşniyaran dikin û di encamê de jî ew ê tên pêşniyar kirin bi minet û rica wazifeyan qebûl dikin. Gava di wê Wezîfeya ku wergirtiye de bi ser nakevin  dibêjin  ""Ji  xwe min nedixwest ez vî karî bikim. Min ji ber filan kes an bêvan kes nekir der"". Ji ber vê rewşê jî gelekan ji xwe re kirinin adet û qilifê ku di pêş de bisernekevin hazir dikin û gava tên pêşniyar kirin  teva ku dilê wan heye jî  bi zaneyî xwe delalî dikin. Ji ber ku wan rêya xwe fahm kirinin. Çawa be hin kes dê wan pêşniyar bikin û ew ê li ber wan bigerin.    Karê siyasî ji bo xatir û minetê nayê kirin. Ew kesên ku ew karên pê re radibin  divê ji riza dilê xwe bikin û ew bi xwe bibe talibê  Wezîfeyan da ku bikaribe ji xelkê jî Wezîfeyan bixwazin. Bê diyar kirin ku ew karê pê re rabûye  ew bi xwe çiqasî baweriyê pê tîne. Ger mirov ji wî karê ku dike ne bawer û ne îqna be  mirov çawa dikare hin kesên din îqna bike? Ger di civîneke din de li gorî îhtiyacên komîteya dê bê hibijartin  însanên ji rizaye dilê xwe  xwe li wazifeyê rakişanînin  wê gavê hêvî û baweriyên mirov dikare xurttir bibe. Mirov dikare bibe yek ji wan kesên aqtîf ê vê prosesê."
Jalluti 6 pulgada purin ukax jan walt'ayat uma jark'jatax allimuktaspawa sasaw EE. UU. Injiñiru Tamankirinakax arsuwiyapxi.,ast,0.91160053,arg,Finalment  Atena le recibe en l'acropoli d'Atenas y organiza un chudicio formal d'o caso debant d'o Areopago  un tribunal formau por dotze chueces aticos.
An Elephantomyia brachyrhyncha in uska species han Diptera nga ginhulagway ni Alexander hadton 1947.,pes,0.91111225,fas,بدون شک می توان گفت که ترلو در حال حاضر یکی از محبوب ترین و ساده ترین برنامه های مدیریت پروژه در جهان به حساب می آید.
– Su 90% de su cussìgiu regionale est istadu elègidu subra candidaduras internas e orgànicas a sos partidos italianos e a issos rispondent in sos sèberos polìticos e ideològicas.,tat,0.91049916,tgk,«Пойтахт» бизнес маркази бизнес-музокаралар  конференциялар ва тақдимотларни ўтказиш учун жуда мос келади. Компаниямиз ушбу кўп қаватли бинода қулай шароит яратиш учун яхшигина тер тўкди. [ads_hr hr_style=»hr-solid»] «Пойтахт» бизнес-маркази пойтахтдаги энг муҳим бизнес объектларидан биридир. Бу 12-қаватли кўркам бино Мустақиллик майдони ёнгинасида қурилгандир. Бизнес марказининг инфратузилмасида офислар  кўп мақсадли конференц-заллар  меҳмонхона  ресторан  тренажер зали  фитнесс клуби  […]
"34Nomen'ny tarana-dRobena sy ny taranak'i Gada anarana hoe ""Ed"" ilay otely  satria io  hoy izy  no vavolombalona amintsika roa tonta fa Iaveh no Andriamanitra. >",wol,0.9050079,ful,– E teskaade muumɗugol gondungol e weleede ɗum e ballal ngal dowla amerik e won e leyɗeele tuubakooɓe mballitta Israyil e tiimgol mum ngol rewaani laawol won leyɗeele palestiin ;
